BFPO INDICATOR LIST


STATIC BRITISH FORCES POST OFFICES

BFPO No,Post Code,OpName,Location,Country
2,BF1 3AA,,Washington,USA
4,BF1 3AD,,Kathmandu,Nepal
6,BF1 2AA,,Lisbon,Portugal
8,BF1 2AB,,Naples,Italy
10,BF1 3AF,,Nairobi,Kenya
11,BF1 3AG,,Seria,Brunei
12,BF1 3AH,,Belize City,Belize
14,BF1 3AJ,,Suffield,Canada
16,BF1 0AB,,Sennelager,Germany
18,BF1 2AE,,Maastricht,Holland
19,BF1 0AE,,Monchengladbach,Germany
22,BF1 0AF,,Paderborn,Germany
26,BF1 2AG,,Casteau,Belgium
28,BF1 2AH,,Brunssum,Holland
39,BF1 0AP,,Bielefeld,Germany
44,BF1 0AR,,Dulmen,Germany
46,BF1 0AT,,Goch/Wessel,Germany
47,BF1 0AS,,Gutersloh,Germany
49,BF1 2AN,,Brussels,Belgium
50,BF1 2AQ,,Stavanger,Norway
52,BF1 2AR,,Gibraltar,Gibraltar
53,BF1 2AS,,Episkopi,Cyprus
56,BF1 2AX,,Madrid,Spain
57,BF1 2AT,,Akrotiri,Cyprus
58,BF1 2AU,,Dhekelia,Cyprus
59,BF1 2AW,,Ayios Nikolaos,Cyprus
61,BF1 2AY,,Milan,Italy
63,BF1 3AQ,,Virginia,USA
64,BF1 3AS,,Edwards AFB,USA
65,BF1 2BA,,Rome,Italy
66,BF1 3AU,,Creech AFB,USA
68,BF1 2BE,,Poggio Renatico,Italy
109,BF1 0DL,,Ramstein,Germany
113,BF1 0DN,,Mansergh Bks,Germany
140,BF1 0DQ,,JHQ,Bielefeld,Germany
599,BF1 3AW,,Izmir,Turkey
622,BF1 6BD,,IMATT (SL),Sierra Leone
642,BF1 6DD,,BMM Kuwait City,Kuwait
644,BF1 6DF,,BMATT (J),Jordan
655,BF1 6DU,,Mount Pleasant Airport,Falklands
655,BF1 6DU,,Stanley,Falklands
655,BF1 6DU,,Mount Alice,Falklands
655,BF1 6DU,,Byron Heights,Falklands
655,BF1 6DU,,South Georgia,Falklands
677,BF1 6EX,,RAF Ascension,Ascensions
678,BF1 6EY,,Two Boats,Ascensions
769,BF1 7EN,,LST,Oman
801,BF1 1AA,,Lisburn,NI
805,BF1 1AD,,Ballykinler,NI
806,BF1 1AE,,Holywood,NI
808,BF1 1AG,,Aldergrove,NI
825,BF1 1AH,,Lisburn,NI

ISOLATED DETACHMENTS (ISODETS) BFPO 105 (POST CODE BF1 OAX)

BFPO No,Post Code,OpName,Box No,Location
105,BF1 0AX,,Box 589,British Alpine Centre (Bavaria)
105,BF1 0AX,,Box 2003,NATO School Oberammergau
105,BF1 0AX,,Box 2006,Adv Trg Centre,Kiel
105,BF1 0AX,,Box 2010,NETMA/BCG/BSSO Munich
105,BF1 0AX,,Box 2011,Units located in Cologne
105,BF1 0AX,,Box 2014,OCCAR/COBRA
105,BF1 0AX,,Box 2016,BLO Pionierschule
105,BF1 0AX,,Box 2017,BLO GARFCOM Koblenz
105,BF1 0AX,,Box 2019,Naval Exchange Officer,Bremerhaven
105,BF1 0AX,,Box 2020,German Armed Forces Staff College,Hamburg
105,BF1 0AX,,Box 2021,The Naval Outdoor Centre
105,BF1 0AX,,Box 2022,Exchange Officer in Jever
105,BF1 0AX,,Box 2024,UK Ex Officer Stuttgart
105,BF1 0AX,,Box 2025,UK Ex Officer (RAF) Stuttgart
105,BF1 0AX,,Box 2026,RAF Liaison Officer Erding
105,BF1 0AX,,Box 2027,RAF Ex Officer Konigsbrunn
105,BF1 0AX,,Box 2028,RAF Personnel MEA 4 Manching
105,BF1 0AX,,Box 2029,UK Typhoon Team Eurofighter IWSSC
105,BF1 0AX,,Box 2030,OC IEST (UK) Manching
105,BF1 0AX,,Box 2031,Defence Section,British Embassy Berlin
105,BF1 0AX,,Box 2032,BLO Berlin
105,BF1 0AX,,Box 2033,RN Exchange Pilot,Nordholz
105,BF1 0AX,,Box 2034,GBR NSE Munster

HM SHIPS

BFPO NO,Post Code,OpName,HM SHIP
