204,BF1 4AF,,HMS Albion
205,BF1 4AG,,HMS Ambush
208,BF1 4AL,,HMS Archer
210,BF1 4AP,,HMS Argyll
213,BF1 4AS,,HMS Artful
214,BF1 4AT,,HMS Astute
215,BF1 4AU,,HMS Atherstone
216,BF1 4AW,,HMS Audacious
221,BF1 4BB,,HMS Blyth
222,BF1 4BD,,HMS Bangor
229,BF1 4BN,,HMS Biter
231,BF1 4BQ,,HMS Blazer
241,BF1 4DB,,HMS Brocklesby
243,BF1 4DE,,HMS Bulwark
251,BF1 4DQ,,HMS Cattistock
252,BF1 4DR,,HMS Charger
254,BF1 4DT,,HMS Chiddingfold
255,BF1 4DU,,HMS Clyde
267,BF1 4EJ,,HMS Defender
268,BF1 4EL,,HMS Dragon
269,BF1 4EN,,HMS Duncan
270,BF1 4EP,,HMS Daring
271,BF1 4EQ,,HMS Dasher
272,BF1 4ER,,HMS Dauntless
273,BF1 4ES,,HMS Diamond
275,BF1 4EU,,HMS Echo
276,BF1 4EW,,HMS Enterprise
280,BF1 4FA,,HMS Explorer
281,BF1 4FB,,HMS Example
282,BF1 4FD,,HMS Express
285,BF1 4FG,,HMS Exploit
288,BF1 4FL,,HMS Gleaner
292,BF1 4FR,,HMS Grimsby
300,BF1 4GA,,HMS Hurworth
309,BF1 4GN,,HMS Iron Duke
318,BF1 4GY,,HMS Kent
323,BF1 4HE,,HMS Lancaster
324,BF1 4HF,,HMS Ledbury
334,BF1 4HT,,HMS Mersey
335,BF1 4HU,,HMS Middleton
338,BF1 4HY,,HMS Monmouth
339,BF1 4HZ,,HMS Montrose
345,BF1 4JG,,HMS Northumberland
350,BF1 4JP,,HMS Ocean
357,BF1 4JX,,HMS Pembroke
358,BF1 4JY,,HMS Penzance
361,BF1 4LB,,HMS Portland
362,BF1 4LD,,HMS Puncher
363,BF1 4LE,,HMS Pursuer
364,BF1 4LF,,HMS Prince of Wales
365,BF1 4LG,,HMS Queen Elizabeth
366,BF1 4LH,,HMS Quorn
367,BF1 4LJ,,HMS Protector
368,BF1 4LL,,HMS Ramsey
369,BF1 4LN,,HMS Ranger
375,BF1 4LU,,HMS Richmond
377,BF1 4LX,,HMS Raider
378,BF1 4LY,,HMS Sabre
381,BF1 4NB,,HMS Scott
382,BF1 4ND,,HMS Severn
384,BF1 4NF,,HMS Scimitar
386,BF1 4NH,,HMS Shoreham
387,BF1 4NJ,,HMS Smiter
395,BF1 4NU,,HMS Somerset
398,BF1 4NY,,HMS Sutherland
399,BF1 4NZ,,HMS St Albans
401,BF1 4PB,,HMS Talent
402,BF1 4PD,,HMS Tireless
403,BF1 4PE,,HMS Torbay
405,BF1 4PG,,HMS Trenchant
406,BF1 4PH,,HMS Triumph
407,BF1 4PJ,,HMS Trumpeter
408,BF1 4PL,,HMS Turbulent
409,BF1 4PN,,HMS Tracker
412,BF1 4PR,,HMS Tyne
418,BF1 4PY,,HMS Vanguard
419,BF1 4PZ,,HMS Victorious
420,BF1 4QA,,HMS Vigilant
421,BF1 4QB,,HMS Vengeance
426,BF1 4QH,,HMS Westminster
431,BF1 4QQ,,RFA Wave Ruler
432,BF1 4QR,,RFA Wave Knight
433,BF1 4QS,,RFA Argus
435,BF1 4QU,,RFA Black Rover
436,BF1 4QW,,RFA Cardigan Bay
438,BF1 4QY,,RFA Diligence
439,BF1 4QZ,,RFA Fort Austin
441,BF1 4RB,,RFA Fort Rosalie
442,BF1 4RD,,RFA Fort Victoria
443,BF1 4RE,,RFA Gold Rover
447,BF1 4RJ,,RFA Lyme Bay
448,BF1 4RL,,RFA Mounts Bay
457,BF1 4RX,,RFA Tidespring
482,BF1 4TD,Op SILVAN

NAVAL PARTIES

BFPO No,Post Code,OpName,Naval Party,Location
485,BF1 4TG,,NP 1002,Diego Garcia (BIOT)
487,BF1 4TJ,,NP 1010,Ottawa,Canada
488,BF1 4TL,,NP 1011 - Mine Warfare Centre (MWC)/Autec,Portsmouth,UK / Miami
489,BF1 4TN,,NP 1022,Singapore
490,BF1 4TP,,NP 1023,Dubai
494,BF1 4TT,,NP 2010,Falkland Islands
495,BF1 4TU,,NP 1005,Den Helder,Holland
496,BF1 4TW,Op ATALANTA,Djibouti
497,BF1 4TX,Op ATALANTA,Attached to Foreign Ships
c/o 2,BF1 3AA,,HMS Saker,Washington,USA
c/o 63,BF1 3AQ,,NP 1964,Norfolk,Virginia,USA

OPERATIONS

BFPO No,Post Code,Operation Name
501,BF1 5AB,Op ELGAN
550,BF1 5DP,Op SHADER
572,BF1 5ER,Op LITTEN
576,BF1 5EW,Op VOCATE
567,BF1 5EJ,Op TOSCA
590,BF1 5FP,Op ORBITAL
597,BF1 5FX,Op SHADER
598,BF1 5FY,Op SHADER
602,BF1 6AD,Op NEWCOMBE
604,BF1 6AF,Op TURUS
605,BF1 6AG,Op TURUS
606,BF1 6AH,Op PERCIVAL
607,BF1 6AJ,Op VOGUL
608,BF1 6AL,Op NEWCOMBE
611,BF1 6AQ,Op MATCHMAKER
617,BF1 6AX,Op BACKWELL/MODEST/PRAISER
625,BF1 6BG,Op SHADER
626,BF1 6BH,Op SHADER
627,BF1 6BJ,Op SHADER
631,BF1 6BQ,Op TANGHAM
632,BF1 6BR,Op KIPION
636,BF1 6BW,Op SHADER
639,BF1 6BZ,Op KIPION
651,BF1 6DQ,Op VERITAS
652,BF1 6DR,Op MARMAT
660,BF1 6EA,Op SHADER
675,BF1 6EU,Op SHADER
684,BF1 6FF,Op SHADER
685,BF1 6FG,Op TRAMAIL / Op TAILPIN
689,BF1 6FN,Op HALLEX
695,BF1 6FU,Op TURUS
711,BF1 7AQ,Op TORAL
759,BF1 7DZ,Op TORAL
762,BF1 7ED,Op TORAL
764,BF1 7EF,Op TORAL
767,BF1 7EJ,Op KIPION
779,BF1 7EZ,Op KIPION
798,BF1 7FY,Op TORAL

EXERCISES

BFPO No,Post Code,OpName,Exercise Name,Outside Dates
510,BF1 5AP,,Ex CLOCKWORK,05 Nov – 31 Mar
521,BF1 5BB,,Ex CETUS,02 Jan – 13 Mar
527,BF1 5BJ,,Ex WINTER WARRIOR,04 Jan – 15 Mar
610,BF1 6AP,,Ex SHAMAL STORM,15 Feb – 30 Apr
670,BF1 6EP,,Ex PRAIRIE THUNDER,Ongoing
680,BF1 6FA,,Ex ASKARI THUNDER,Ongoing

